Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol
DUTI,Properti & Real Estate,4280,5.5,HINDARI,LOW_LIQ,PBV_Murah | Wyckoff_Absorb*** | News_BEARISH--- | Broksum_ACCUM***,16,30,25,0,-30,56.2,18.8,87.8,UP,100,153.8,ABOVE,CONTINUATION,NONE,BULLISH,7.9,3920,4280,4103,4576,4798,5020,4.1,6.9,1.68,564,2413920,100000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,188.62202245333538,-0.19977924231655567,-14123.730158730148,NO,54667,233974760.0,0.5,10933500,1850000000,False,0.0,12266,7052109,30183026520.0,3826724,0.78,0.5,RETAIL_DOMINANT,10933500,reported,1850000000,7862500196352,-0.28,NEGATIVE,5,0.0,TIDAK DIUJI,0.0,0.0,47.79,-18.83,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
DSNG,Agrikultur,1755,11.2,HINDARI,F,PER_Murah* | EMA+HMA** | Broksum_ACCUM***,16,20,25,0,15,55.7,30.8,52.9,UP,65,120.4,ABOVE,CONTINUATION,NONE,BULLISH,13.6,1635,1860,1650,1930,2061,2192,6.0,10.0,1.67,952,1670760,100000,TRENDING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",2779677.930052096,0.07076306334432785,29873027.657342672,YES,24544995,43076466225.0,0.8,3068124383,10599842400,False,1.8,12431796,1969735854,3456886423770.0,1073843534,1.25,0.8,RETAIL_DOMINANT,3068124383,reported,10599842400,18549724676096,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,63.88,70.956,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
HEAL,Kesehatan,1150,4.0,HINDARI,F,Sector_COLD- | News_BULLISH*** | Broksum_ACCUM***,16,30,0,0,30,34.0,12.0,43.2,DN,100,-244.3,BELOW,NONE,NONE,BEARISH,7.5,1150,1245,1084,1261,1344,1427,5.7,9.7,1.7,1515,1742250,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-87283.20817650948,0.24868265830622982,60120580.54466231,YES,18428652,21192949800.0,0.22,8190512329,15365950000,False,-1.8,10443193,5305404362,6101215016300.0,2866679315,0.35,0.22,RETAIL_DOMINANT,8190512329,reported,15365950000,17056205373440,0.29,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,37.25,-24.912,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ASII,Konglomerat & Investasi,5975,5.0,HINDARI,F,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,16,30,25,0,0,42.6,11.9,0.0,DN,75,-117.5,BELOW,CONTINUATION,NONE,BEARISH,10.3,5900,6600,5709,6418,6751,7083,4.5,7.4,1.64,375,2240625,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",790075.9469031766,-0.2936006964677471,-174143984.84126973,NO,40057105,239341202375.0,0.22,17803158023,40213715340,False,-1.8,37633440,11531995610,68903673769750.0,6231105308,0.35,0.22,RETAIL_DOMINANT,17803158023,reported,40213715340,244298326999040,-0.01,NEUTRAL,3,0.0,TIDAK DIUJI,0.0,0.0,44.45,-22.966,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BBTN,Perbankan,1355,11.0,HINDARI,F,PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA* | Broksum_ACCUM***,15,0,50,0,15,51.8,17.9,41.2,UP,100,45.1,BELOW,CONTINUATION,NONE,BEARISH,18.1,1255,1490,1290,1463,1544,1625,4.8,8.0,1.67,1538,2083990,100000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",8897061.6790778,0.16549555032726174,126325521.32981396,NO,40680801,55122485355.0,0.8,5085100244,14034444412,False,1.8,27796973,3264634358,4423579555090.0,1779785085,1.25,0.8,RETAIL_DOMINANT,5085100244,reported,14034444412,19086845149184,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,59.41,31.729,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
MKPI,Properti & Real Estate,22300,5.0,HINDARI,LOW_LIQ,Broksum_ACCUM***,15,35,0,0,15,40.4,78.4,40.0,DN,100,-91.4,BELOW,CONTINUATION,NONE,BEARISH,7.1,22025,23525,21615,23442,24299,25156,3.1,5.1,1.65,145,3233500,100000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",1064.3066672653697,-0.004534300180320414,40006.87984561897,NO,1146869,25575178700.0,0.7,163838441,948194000,False,0.8,42853,105348118,2349263031400.0,57343454,1.09,0.7,RETAIL_DOMINANT,163838441,reported,948194000,21002497032192,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,39.92,-289.342,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TMAS,Transportasi & Logistik,126,6.5,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | News_BULLISH*** | Broksum_ACCUM***,15,15,15,0,30,46.3,23.2,6.2,UP,100,-60.9,BELOW,CONTINUATION,NONE,BEARISH,9.8,124,138,120,137,144,152,4.8,8.7,1.81,16666,2099916,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,2415225.7506508827,-0.19893862767497217,-37630768.57142854,NO,42429853,5346161478.0,0.5,8485970692,56868856000,False,0.0,9427436,5473451097,689654838222.0,2970089742,0.78,0.5,RETAIL_DOMINANT,8485970692,reported,56868856000,7108607082496,0.35,POSITIVE,3,0.0,TIDAK DIUJI,0.0,0.0,47.65,-0.603,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
NIKL,Industri Dasar & Logam,298,7.5,HINDARI,LOW_LIQ,Sector_COLD- | PBV_Mahal- | Pullback_EMA21** | VOL_ANOMALY*** | Broksum_ACCUM***,15,45,-20,0,0,50.2,17.7,32.4,UP,100,83.4,BELOW,REVERSAL,NONE,BEARISH,16.6,276,314,272,341,373,406,8.7,14.4,1.66,3846,1146108,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",1911704.1125110164,-0.32820362153172433,-23914920.176198065,YES,1728141,514986018.0,0.27,628415084,2523350000,False,-0.8,2907290,406741664,121209015872.0,219945279,0.42,0.27,RETAIL_DOMINANT,628415084,reported,2523350000,736818233344,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,41.31,-6.028,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TLKM,Teknologi & Telco,2810,6.2,HINDARI,F,PER_Murah* | News_BULLISH*** | Broksum_ACCUM***,15,15,15,0,30,33.0,32.7,13.3,DN,86,-114.7,BELOW,NONE,NONE,BEARISH,18.4,2810,3210,2693,3004,3150,3296,4.2,6.9,1.64,854,2399740,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-18651832.79383689,-0.052411376464620504,-191936957.9444824,NO,106588566,299513870460.0,0.22,47372696337,99062216599,False,-1.8,106542616,30685664054,86226715991740.0,16580443717,0.35,0.22,RETAIL_DOMINANT,47372696337,reported,99062216599,286289802821632,0.29,POSITIVE,8,0.0,TIDAK DIUJI,0.0,0.0,36.02,-96.398,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BVIC,Perbankan,105,7.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,15,15,40,0,0,42.5,18.5,25.0,DN,100,-118.2,BELOW,CONTINUATION,NONE,BEARISH,8.8,104,112,101,112,118,124,3.8,6.7,1.76,25000,2625000,100000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-64574.355004519224,0.014152231106747473,48036.190476194024,NO,21077340,2213120700.0,0.5,4215468193,18419418828,False,0.0,2106506,2718976986,285492583530.0,1475413867,0.78,0.5,RETAIL_DOMINANT,4215468193,reported,18419418828,1934039056384,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,44.35,-1.163,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
LPKR,Konglomerat & Investasi,82,3.5,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | News_BEARISH--- | Broksum_ACCUM***,15,15,40,0,-30,44.4,16.3,12.5,DN,100,-36.2,BELOW,CONTINUATION,NONE,BEARISH,26.6,75,93,76,92,100,107,7.3,12.2,1.67,16666,1366612,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,27481728.53780961,-0.049352538488771185,-5372059.523808956,NO,169113280,13867288960.0,0.5,33822656039,70877317769,False,0.0,106005403,21815613146,1788880277972.0,11837929613,0.78,0.5,RETAIL_DOMINANT,33822656039,reported,70877317769,5741062651904,-0.25,NEGATIVE,2,0.0,TIDAK DIUJI,0.0,0.0,47.17,-0.196,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
INDF,Consumer & Retail,6750,7.2,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,15,0,50,0,15,51.8,30.5,29.4,DN,91,8.7,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,8.6,6575,7025,6578,7036,7251,7466,2.5,4.2,1.68,581,3921750,100000,RANGING,Bull,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",201853.0796049405,0.22210696550897363,15042743.333333313,NO,30680478,207093226500.0,0.7,4382925496,8780426500,False,0.8,13453130,2818221095,19022992391250.0,1534023923,1.09,0.7,RETAIL_DOMINANT,4382925496,reported,8780426500,61023960694784,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,0.0,0.0,57.92,129.241,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
MYOR,Consumer & Retail,1705,3.5,HINDARI,F,PER_Murah* | Broksum_ACCUM***,14,30,15,0,0,33.3,25.3,0.0,DN,77,-168.8,BELOW,NONE,NONE,BEARISH,14.0,1705,1980,1635,1822,1910,1998,4.1,6.9,1.68,1428,2434740,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-868348.9849524567,-0.258640252998751,-77164860.86580083,NO,7492975,12775522375.0,0.22,3330211284,22127649725,False,-1.8,13122140,2157144360,3677931133800.0,1165573949,0.35,0.22,RETAIL_DOMINANT,3330211284,reported,22127649725,39165936795648,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,39.16,-43.014,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BRNA,Industri Dasar & Logam,660,5.5,HINDARI,LOW_LIQ,Sector_COLD- | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,14,15,25,0,15,48.4,27.3,17.1,UP,100,-10.1,BELOW,CONTINUATION,NONE,BEARISH,19.8,635,790,583,789,885,982,11.7,19.5,1.67,1298,856680,100000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",38961.49885088438,-0.19526605543727227,-955167.690838573,YES,1463328,965796480.0,0.5,292665770,979110000,False,0.0,173303,188769423,124587819180.0,102433019,0.78,0.5,RETAIL_DOMINANT,292665770,reported,979110000,680481456128,0.2,POSITIVE,3,0.0,TIDAK DIUJI,0.0,0.0,51.67,6.822,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
